,0,1
0,540,0.12279941141605377
1,541,0.06250566244125366
2,542,0.06195906177163124
3,543,0.11571687459945679
4,544,0.12933172285556793
5,545,0.162281334400177
6,546,0.14048895239830017
7,547,0.11213459074497223
8,548,0.14339326322078705
9,549,0.13843746483325958
10,550,0.1479566991329193
11,551,0.12039735913276672
12,552,0.15877565741539001
13,553,0.12135438621044159
14,554,0.13198354840278625
15,555,0.12153871357440948
16,556,0.1347503513097763
17,557,0.13979887962341309
18,558,0.06540286540985107
19,559,0.12331660091876984
20,560,0.12156762927770615
21,561,0.16365531086921692
22,562,0.1397486925125122
23,563,0.15492254495620728
24,564,0.14646348357200623
25,565,0.1275539994239807
26,566,0.17104840278625488
27,567,0.10204100608825684
28,568,0.11775927245616913
29,569,0.1483844518661499
30,570,0.1264714002609253
31,571,0.11044904589653015
32,572,0.13108041882514954
33,573,0.14583370089530945
34,574,0.1030198335647583
35,575,0.12473262846469879
36,576,0.18385940790176392
37,577,0.1507245898246765
38,578,0.09460780024528503
39,579,0.09618048369884491
40,580,0.10461683571338654
41,581,0.10962797701358795
42,582,0.10432037711143494
43,583,0.1770525723695755
44,584,0.09200666844844818
45,585,0.08341895043849945
46,586,0.10858872532844543
47,587,0.13530954718589783
48,588,0.11029189079999924
49,589,0.13116654753684998
50,590,0.09860442578792572
51,591,0.09892681241035461
52,592,0.16876620054244995
53,593,0.12753619253635406
54,594,0.1081979051232338
55,595,0.12175951898097992
56,596,0.15750610828399658
57,597,0.10856404900550842
58,598,0.08853761851787567
59,599,0.0887361466884613
60,600,0.10518932342529297
61,601,0.15102708339691162
62,602,0.12221449613571167
63,603,0.1238425225019455
64,604,0.07722034305334091
65,605,0.12271182239055634
66,606,0.10379260033369064
67,607,0.08349397778511047
68,608,0.12588603794574738
69,609,0.10099824517965317
70,610,0.14514386653900146
71,611,0.09753923118114471
72,612,0.11584590375423431
73,613,0.14531126618385315
74,614,0.1358066350221634
75,615,0.12828414142131805
76,616,0.13441196084022522
77,617,0.08171586692333221
78,618,0.09760721772909164
79,619,0.0988471731543541
80,620,0.13841784000396729
81,621,0.08210821449756622
82,622,0.10839436203241348
83,623,0.14193719625473022
84,624,0.10800552368164062
85,625,0.09788285195827484
86,626,0.15756161510944366
87,627,0.07957109808921814
88,628,0.17100989818572998
89,629,0.1360868513584137
90,630,0.1415002942085266
91,631,0.07024317234754562
92,632,0.12879642844200134
93,633,0.10976332426071167
94,634,0.09152676910161972
95,635,0.1296718418598175
96,636,0.120181605219841
97,637,0.1000857800245285
98,638,0.1191464364528656
99,639,0.14068102836608887
100,640,0.15880881249904633
101,641,0.10093855857849121
102,642,0.14180012047290802
103,643,0.0955066978931427
104,644,0.11903142929077148
105,645,0.07615187019109726
106,646,0.09493815898895264
107,647,0.056448325514793396
108,648,0.1144355833530426
109,649,0.12359406054019928
110,650,0.09697097539901733
111,651,0.11283889412879944
112,652,0.07330199331045151
113,653,0.12555333971977234
114,654,0.1244821846485138
115,655,0.07209029793739319
116,656,0.12090864777565002
117,657,0.08807500451803207
118,658,0.08541063964366913
119,659,0.12613636255264282
120,660,0.1518416702747345
121,661,0.09638836979866028
122,662,0.09189543128013611
123,663,0.12226581573486328
124,664,0.10498136281967163
125,665,0.13745340704917908
126,666,0.07737350463867188
127,667,0.0741053968667984
128,668,0.11409448832273483
129,669,0.08541090786457062
130,670,0.15044906735420227
131,671,0.11789537966251373
132,672,0.1597919762134552
133,673,0.09506750106811523
134,674,0.12084805220365524
135,675,0.07058874517679214
136,676,0.08330396562814713
137,677,0.07441400736570358
138,678,0.07400394976139069
139,679,0.09374373406171799
140,680,0.1189417615532875
141,681,0.10818278789520264
142,682,0.09729893505573273
143,683,0.11273156106472015
144,684,0.09635031223297119
145,685,0.1127132847905159
146,686,0.12071859836578369
147,687,0.10599784553050995
148,688,0.09454900026321411
149,689,0.11003993451595306
150,690,0.086126908659935
151,691,0.11853431165218353
152,692,0.107844777405262
153,693,0.10859592258930206
154,694,0.09675182402133942
155,695,0.12485136836767197
